graph_characteristic_path_length,graph_clustering_coefficient,modularity_average,graph_characteristic_path_length_randomized,graph_clustering_coefficient_randomized,small_world
2.48649037908,0.455678567468,0.426151004277,1.19245437933,3.87920231973,3.25078186725
2.54786457733,0.46991527633,0.456048901047,1.21508156266,4.07167631611,3.34827331417
2.57836924377,0.473200276991,0.456891888715,1.21983312244,4.49862525787,3.6867278613
2.57968467949,0.456592957937,0.434544678718,1.22809105645,4.09905718148,3.3346090135
2.57941583132,0.480926388099,0.48743517674,1.22886500942,4.45631954773,3.62637027953
2.5171294696,0.457674080461,0.442685480285,1.20025841374,3.87542295448,3.22641770746
2.52371624995,0.46608874689,0.434007516001,1.19488882939,3.99698117891,3.34176809816
2.62976725429,0.468908952945,0.457936236383,1.24441957025,4.43704639716,3.56448508981
2.59052502208,0.465313373839,0.469186845051,1.22458349961,4.63029593761,3.77967571165
2.55740868764,0.460719787186,0.446711932907,1.20544906213,4.30087345978,3.56412169862
2.59545070477,0.476513092052,0.478315894539,1.231512216,4.22138154729,3.42416107599
2.57970388294,0.458302830782,0.406904758727,1.2171480913,4.2914329228,3.52388273035
2.56566616738,0.47210035452,0.466223529068,1.21269261671,4.48159551211,3.69285059545
2.61073664401,0.479317808253,0.493962890732,1.24044095401,4.51087657364,3.63369521224
2.54216115528,0.451778462266,0.455155647882,1.21194197288,4.17494106815,3.44186612682
2.56741368053,0.463253050956,0.447109207996,1.23102494049,4.24321184539,3.44416066028
2.5635345854,0.473975486508,0.47779205636,1.2275724259,4.24459231308,3.45452679498
2.54637631063,0.463244643532,0.393297246295,1.21056319089,3.99077721748,3.29369978041
2.56670315321,0.46117666868,0.453330952244,1.21578867223,4.27624766616,3.51454929071
2.56491723317,0.467425488826,0.44829238924,1.21706332351,4.17325516673,3.42666195958
2.52892038253,0.464793665344,0.452896318958,1.21070368892,4.25987430452,3.51594890804
2.54336137036,0.462553901139,0.466883028931,1.20716763674,4.31830525655,3.57490386894
2.51809924338,0.46446327084,0.470621568703,1.20697344921,4.19739698905,3.47544532923
2.59401044667,0.468725485697,0.451774067103,1.22789902091,4.35672198784,3.54549873063
2.59329991935,0.461598018506,0.438729301107,1.22321695093,4.22081972263,3.45058962714
2.58277643354,0.464704444899,0.461702311186,1.21558328925,4.36624076386,3.5890594667
2.50885278642,0.454391180922,0.428215921887,1.19050418673,3.70053542523,3.10519508888
2.51736951262,0.471403798772,0.457429300466,1.20661616804,4.24147282312,3.5132159833
2.53626569881,0.4579652722,0.421202237913,1.2110852721,4.10598068154,3.38799987934
2.49280831125,0.466263728768,0.468891860886,1.19774910388,4.13182143922,3.44775007469
2.58219072858,0.472971879636,0.482024535193,1.22337174171,4.45597982642,3.63763952907
2.59556592541,0.471871535514,0.459376985088,1.22446357808,4.38034954771,3.57421809405
2.53703383646,0.470085005435,0.454108563945,1.21345782781,4.16023070235,3.42570138146
2.44341706034,0.464748069243,0.441669739447,1.17679252588,3.90755947037,3.31551868947
2.4834274302,0.4520609762,0.440963654734,1.18331711531,3.97524947849,3.35604077909
2.58418788647,0.47524372821,0.474742336023,1.22616647751,4.29287671481,3.49791079854
2.57547912586,0.462839544274,0.433716256409,1.21478607333,4.30944909329,3.54570396832
2.51728309713,0.463729392839,0.463561142226,1.19944250775,4.1820169426,3.4842332396
2.52362983447,0.475489761857,0.456619012915,1.20520171719,4.07169056055,3.37448601803
2.51730230057,0.463679395936,0.4638478791,1.20552781061,4.15668076135,3.44571851262
2.5737316127,0.468096974235,0.457901202833,1.22317656202,4.28400716183,3.50001824618
2.54521450244,0.463750129831,0.468020643859,1.21629532037,4.38039261053,3.59708229589
2.55859930099,0.469132850544,0.439746041165,1.20991757779,4.2507210517,3.51234812765
2.57087990168,0.480566038361,0.484674286837,1.22152415635,4.50998712121,3.6902274774
2.53131121097,0.465154426874,0.443220040609,1.19579219997,4.19763278402,3.50819267523
2.53110957484,0.455955363052,0.425667477645,1.19923568562,3.88342216376,3.23577508622
2.4945078158,0.462522197572,0.453448683197,1.20376577585,4.16505503158,3.45554866584
2.53445097361,0.457305111294,0.446494421143,1.21292377408,4.02923377684,3.3219183785
2.58985290164,0.47096691966,0.454494092879,1.23773625636,4.3622880505,3.52179930824
2.54134500903,0.472465475466,0.464750191793,1.21949692464,4.13360440058,3.38793015705
2.57024618812,0.455711504588,0.431439347597,1.22687462318,4.22561686972,3.44173471691
2.57944463648,0.456463067045,0.469122409721,1.22191861199,4.44727429492,3.63958307147
2.59367438645,0.462295472405,0.474564006565,1.23758082787,4.39876206154,3.55432304902
2.52153665937,0.475620122486,0.448894032342,1.20875980514,4.13293140057,3.41640396572
2.46445443023,0.462227519296,0.446433538841,1.18317304341,4.003094149,3.38335476056
2.52442677728,0.467425713825,0.437859509208,1.20515161102,4.00025802191,3.3160578779
2.56840265776,0.454573248471,0.452781800279,1.21269700638,4.33179520218,3.57145987622
2.5791277797,0.484717924667,0.485673496286,1.22936616733,4.39266079831,3.57311020512
2.5314648385,0.467743530664,0.431279705168,1.20295253227,4.11467672392,3.41785155354
2.5006049084,0.466601401306,0.450148609109,1.20039591453,3.96718382499,3.3048961405
2.48245765641,0.451939389341,0.445279425227,1.19094373664,3.93098588554,3.30073181847
2.51528593924,0.470726130968,0.454658231651,1.20552485983,4.08968220843,3.39073498233
2.53395168414,0.46436209099,0.459901115552,1.20587317088,4.05497488542,3.36078245818
2.49420056074,0.457434322602,0.418730604412,1.19370824,4.12304549779,3.45171390301
2.51826247264,0.460207573162,0.450930398785,1.20550717435,3.98683724052,3.30150691347
2.6002611668,0.463324083359,0.474157478498,1.23327633748,4.69006861659,3.79962221395
2.53399969274,0.46432877553,0.459761983428,1.2148993286,4.06018820797,3.33941234111
2.48573184315,0.464520304219,0.434605187149,1.1955349292,3.6637992663,3.0616665876
2.53231939163,0.454887786807,0.438126133994,1.21166799587,4.02164753333,3.3159175879
2.55954987134,0.461472755928,0.475790476724,1.2114217417,4.35894418751,3.59629368437
2.51802242962,0.470980556001,0.459752253841,1.21187728525,4.30660167152,3.55120846823
2.60120213542,0.459288164205,0.47625258546,1.23600931485,4.49052601896,3.63028696867
2.52254484004,0.489606143278,0.471895609738,1.20782879824,4.03673502339,3.33947405609
2.56869070938,0.444878132179,0.467634377482,1.21775823664,4.45460248402,3.65408661678
2.53105196451,0.448581279661,0.435879499342,1.20337806302,4.29804212792,3.5689394236
2.506049084,0.462093857505,0.443910913992,1.2000074443,4.28717875165,3.57028282684
2.54297730153,0.46681340212,0.47287900245,1.21128873928,4.32755121732,3.57025961037
2.5614414103,0.482077806431,0.484959369511,1.22775916211,4.58765455031,3.73350601522
2.5351903061,0.470898674565,0.452528924697,1.21285087049,4.19058311604,3.45187740523
2.56905557476,0.456592231761,0.460289480188,1.2179740777,4.39184098473,3.60291594043
2.51739831778,0.460750213222,0.445056852163,1.20308397921,4.16553363137,3.46028285478
2.61113991627,0.469416299932,0.453540256253,1.23250827187,4.43021359037,3.59182480777
2.56417790068,0.467830094324,0.447769215326,1.21440162943,4.35353685799,3.58248331483
2.5284402965,0.471992431894,0.448188830872,1.20269297248,4.23911703752,3.52277978375
2.47572685025,0.454814996974,0.414005508871,1.18344669832,3.70345385741,3.12590258605
2.60052041326,0.471521097154,0.460682097526,1.22976762624,4.17318589899,3.38983834621
2.52701924185,0.462174166205,0.461009158611,1.20493174284,4.30286024345,3.56755875561
2.5501305834,0.487219714188,0.507865409932,1.21281580653,4.66792223013,3.84625888077
2.51273188155,0.435477420438,0.428973476525,1.19938018424,4.1357817171,3.44459896559
2.55289587894,0.4598234625,0.460192010939,1.21814260373,4.34814935104,3.56639442313
2.4710028037,0.44807854802,0.419376742479,1.18464430282,3.71992082408,3.13737944391
2.56728885816,0.467560044358,0.477970389747,1.23000326939,4.39498361335,3.57314791165
2.59573875639,0.468713003893,0.431294098965,1.226776636,4.39129547912,3.57294574629
2.62045358528,0.473067987735,0.45459704474,1.24672594665,4.35577295554,3.49094782892
